u_div,U:0,U:1,U:2,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2,vtkOriginalIndices,__vtkIsSelected__
-0.22423,-1.12115,0.0201922,0.0727525,1,0.0196126,0.0268626,0,0.125,200,0
-0.219329,-1.09665,0.0195956,0.0720611,1,0.0197107,0.0269607,0,0.125,201,0
-0.214428,-1.07214,0.018999,0.0713697,1,0.0198087,0.0270587,0,0.125,202,0
-0.209527,-1.04763,0.0184025,0.0706783,1,0.0199068,0.0271568,0,0.125,203,0
-0.204625,-1.02313,0.0178059,0.0699869,1,0.0200049,0.0272549,0,0.125,204,0
-0.199724,-0.99862,0.0172094,0.0692955,1,0.0201029,0.0273529,0,0.125,205,0
-0.194623,-0.973113,0.0166123,0.0685444,1,0.020201,0.027451,0,0.125,206,0
-0.189431,-0.947155,0.0160129,0.0677669,1,0.020299,0.027549,0,0.125,207,0
-0.18424,-0.921198,0.0154135,0.0669893,1,0.0203971,0.0276471,0,0.125,208,0
-0.179048,-0.89524,0.0148142,0.0662118,1,0.0204952,0.0277452,0,0.125,209,0
-0.173856,-0.869282,0.0142148,0.0654342,1,0.0205932,0.0278432,0,0.125,210,0
-0.168724,-0.843621,0.0136284,0.0646722,1,0.0206913,0.0279413,0,0.125,211,0
-0.164157,-0.820783,0.0131766,0.0640584,1,0.0207894,0.0280394,0,0.125,212,0
-0.159589,-0.797945,0.0127248,0.0634446,1,0.0208874,0.0281374,0,0.125,213,0
-0.155021,-0.775107,0.012273,0.0628307,1,0.0209855,0.0282355,0,0.125,214,0
-0.150454,-0.752269,0.0118213,0.0622169,1,0.0210835,0.0283335,0,0.125,215,0
-0.145886,-0.729431,0.0113695,0.0616031,1,0.0211816,0.0284316,0,0.125,216,0
-0.140763,-0.703817,0.0108516,0.0610005,1,0.0212797,0.0285297,0,0.125,217,0
-0.135086,-0.675429,0.0102675,0.0604093,1,0.0213777,0.0286277,0,0.125,218,0
-0.129408,-0.647042,0.00968353,0.0598181,1,0.0214758,0.0287258,0,0.125,219,0
-0.123731,-0.618655,0.00909952,0.0592269,1,0.0215739,0.0288239,0,0.125,220,0
-0.118054,-0.590269,0.00851552,0.0586356,1,0.0216719,0.0289219,0,0.125,221,0
-0.112376,-0.561882,0.00793151,0.0580444,1,0.02177,0.02902,0,0.125,222,0
-0.10576,-0.528801,0.00712531,0.0576259,1,0.0218681,0.029118,0,0.125,223,0
-0.0990435,-0.495217,0.00629737,0.057226,1,0.0219661,0.0292161,0,0.125,224,0
-0.0923267,-0.461634,0.00546944,0.0568262,1,0.0220642,0.0293142,0,0.125,225,0
-0.0856099,-0.42805,0.0046415,0.0564264,1,0.0221622,0.0294122,0,0.125,226,0
-0.0788932,-0.394466,0.00381356,0.0560265,1,0.0222603,0.0295103,0,0.125,227,0
-0.0724493,-0.362246,0.00299306,0.055731,1,0.0223584,0.0296084,0,0.125,228,0
-0.0666223,-0.333111,0.00218757,0.0556716,1,0.0224564,0.0297064,0,0.125,229,0
-0.0607954,-0.303977,0.00138209,0.0556122,1,0.0225545,0.0298045,0,0.125,230,0
-0.0549686,-0.274843,0.00057661,0.0555529,1,0.0226526,0.0299026,0,0.125,231,0
-0.0491417,-0.245709,-0.000228868,0.0554935,1,0.0227506,0.0300006,0,0.125,232,0
-0.0433148,-0.216574,-0.00103435,0.0554341,1,0.0228487,0.0300987,0,0.125,233,0
-0.0374772,-0.187386,-0.00186853,0.0555352,1,0.0229467,0.0301967,0,0.125,234,0
-0.0316351,-0.158175,-0.00271447,0.055702,1,0.0230448,0.0302948,0,0.125,235,0
-0.0257931,-0.128965,-0.00356041,0.0558687,1,0.0231429,0.0303929,0,0.125,236,0
-0.019951,-0.0997552,-0.00440634,0.0560355,1,0.0232409,0.0304909,0,0.125,237,0
-0.014109,-0.0705451,-0.00525227,0.0562022,1,0.023339,0.030589,0,0.125,238,0
-0.00826967,-0.0413484,-0.00609799,0.0563881,1,0.0234371,0.0306871,0,0.125,239,0
-0.00245138,-0.0122569,-0.00694251,0.0567246,1,0.0235351,0.0307851,0,0.125,240,0
0.00336702,0.0168351,-0.00778705,0.0570611,1,0.0236332,0.0308832,0,0.125,241,0
0.00918532,0.0459266,-0.00863157,0.0573976,1,0.0237312,0.0309812,0,0.125,242,0
0.0150036,0.0750181,-0.0094761,0.057734,1,0.0238293,0.0310793,0,0.125,243,0
0.0208219,0.10411,-0.0103206,0.0580705,1,0.0239274,0.0311774,0,0.125,244,0
0.0265941,0.132971,-0.0111212,0.0584453,1,0.0240254,0.0312754,0,0.125,245,0
0.0323227,0.161614,-0.0118804,0.0588561,1,0.0241235,0.0313735,0,0.125,246,0
0.0380515,0.190258,-0.0126397,0.059267,1,0.0242216,0.0314716,0,0.125,247,0
0.0437801,0.218901,-0.013399,0.0596778,1,0.0243196,0.0315696,0,0.125,248,0
0.0495089,0.247545,-0.0141583,0.0600886,1,0.0244177,0.0316677,0,0.125,249,0
0.0552377,0.276189,-0.0149176,0.0604995,1,0.0245158,0.0317658,0,0.125,250,0
0.0608642,0.304321,-0.0155529,0.0608641,1,0.0246138,0.0318638,0,0.125,251,0
0.0664816,0.332408,-0.0161771,0.0612246,1,0.0247119,0.0319619,0,0.125,252,0
0.0720988,0.360494,-0.0168013,0.061585,1,0.0248099,0.0320599,0,0.125,253,0
0.0777163,0.388581,-0.0174255,0.0619455,1,0.024908,0.032158,0,0.125,254,0
0.0833337,0.416668,-0.0180496,0.062306,1,0.0250061,0.0322561,0,0.125,255,0
0.0889085,0.444542,-0.0186376,0.0626332,1,0.0251041,0.0323541,0,0.125,256,0
0.0943927,0.471963,-0.0191484,0.0628895,1,0.0252022,0.0324522,0,0.125,257,0
0.0998767,0.499384,-0.0196592,0.0631457,1,0.0253003,0.0325503,0,0.125,258,0
0.105361,0.526805,-0.02017,0.063402,1,0.0253983,0.0326483,0,0.125,259,0
0.110845,0.554225,-0.0206808,0.0636583,1,0.0254964,0.0327464,0,0.125,260,0
0.116329,0.581646,-0.0211915,0.0639145,1,0.0255944,0.0328444,0,0.125,261,0
0.121698,0.608489,-0.0216583,0.0640957,1,0.0256925,0.0329425,0,0.125,262,0
0.127021,0.635105,-0.022108,0.0642475,1,0.0257906,0.0330406,0,0.125,263,0
0.132345,0.661723,-0.0225577,0.0643994,1,0.0258886,0.0331386,0,0.125,264,0
0.137668,0.68834,-0.0230074,0.0645513,1,0.0259867,0.0332367,0,0.125,265,0
0.142992,0.714958,-0.0234571,0.0647032,1,0.0260848,0.0333348,0,0.125,266,0
0.148294,0.741469,-0.023901,0.0648424,1,0.0261828,0.0334328,0,0.125,267,0
0.153441,0.767203,-0.0243036,0.0648891,1,0.0262809,0.0335309,0,0.125,268,0
0.158587,0.792937,-0.0247062,0.0649357,1,0.0263789,0.0336289,0,0.125,269,0
0.163734,0.818671,-0.0251087,0.0649824,1,0.026477,0.033727,0,0.125,270,0
0.168881,0.844405,-0.0255113,0.065029,1,0.0265751,0.0338251,0,0.125,271,0
0.174028,0.870139,-0.0259138,0.0650756,1,0.0266731,0.0339231,0,0.125,272,0
0.17908,0.895401,-0.0263005,0.0650642,1,0.0267712,0.0340212,0,0.125,273,0
0.184046,0.920229,-0.0266725,0.0649993,1,0.0268693,0.0341193,0,0.125,274,0
0.189011,0.945056,-0.0270446,0.0649345,1,0.0269673,0.0342173,0,0.125,275,0
0.193977,0.969884,-0.0274166,0.0648696,1,0.0270654,0.0343154,0,0.125,276,0
0.198942,0.994711,-0.0277887,0.0648048,1,0.0271634,0.0344134,0,0.125,277,0
0.203908,1.01954,-0.0281607,0.06474,1,0.0272615,0.0345115,0,0.125,278,0
0.208704,1.04352,-0.0285162,0.0645948,1,0.0273596,0.0346096,0,0.125,279,0
