x	singVal	singValLomSumasingVal	singValsqLomSumasingValsq
4786	4.40303	1.07816e-05	3.87542e-08
4787	4.40084	1.07762e-05	3.87156e-08
4788	4.39879	1.07712e-05	3.86796e-08
4789	4.39624	1.07649e-05	3.86346e-08
4790	4.39559	1.07634e-05	3.86233e-08
4791	4.38836	1.07456e-05	3.84963e-08
4792	4.38656	1.07412e-05	3.84647e-08
4793	4.38516	1.07378e-05	3.84402e-08
4794	4.38141	1.07286e-05	3.83745e-08
4795	4.37897	1.07226e-05	3.83317e-08
4796	4.37809	1.07205e-05	3.83163e-08
4797	4.37159	1.07046e-05	3.82026e-08
4798	4.36916	1.06986e-05	3.81601e-08
4799	4.36765	1.06949e-05	3.81337e-08
4800	4.36606	1.0691e-05	3.8106e-08
4801	4.36396	1.06859e-05	3.80694e-08
4802	4.36002	1.06762e-05	3.80007e-08
4803	4.35817	1.06717e-05	3.79685e-08
4804	4.35417	1.06619e-05	3.78987e-08
4805	4.35106	1.06543e-05	3.78447e-08
4806	4.34853	1.06481e-05	3.78008e-08
4807	4.34781	1.06463e-05	3.77881e-08
4808	4.34613	1.06422e-05	3.77589e-08
4809	4.34539	1.06404e-05	3.7746e-08
4810	4.33934	1.06256e-05	3.7641e-08
4811	4.33828	1.0623e-05	3.76227e-08
4812	4.33357	1.06115e-05	3.7541e-08
4813	4.33187	1.06073e-05	3.75116e-08
4814	4.32839	1.05988e-05	3.74513e-08
4815	4.32575	1.05923e-05	3.74057e-08
4816	4.32343	1.05866e-05	3.73655e-08
4817	4.32028	1.05789e-05	3.73111e-08
4818	4.31928	1.05765e-05	3.72939e-08
4819	4.31792	1.05732e-05	3.72704e-08
4820	4.31387	1.05632e-05	3.72005e-08
4821	4.31196	1.05586e-05	3.71675e-08
4822	4.30885	1.05509e-05	3.71139e-08
4823	4.30302	1.05367e-05	3.70136e-08
4824	4.30225	1.05348e-05	3.70003e-08
4825	4.29923	1.05274e-05	3.69484e-08
4826	4.29628	1.05202e-05	3.68978e-08
4827	4.29563	1.05186e-05	3.68865e-08
4828	4.29177	1.05091e-05	3.68203e-08
4829	4.28778	1.04994e-05	3.67519e-08
4830	4.28424	1.04907e-05	3.66912e-08
4831	4.28404	1.04902e-05	3.66878e-08
4832	4.28189	1.04849e-05	3.6651e-08
4833	4.28075	1.04821e-05	3.66315e-08
4834	4.27794	1.04753e-05	3.65835e-08
4835	4.27281	1.04627e-05	3.64957e-08
4836	4.27263	1.04622e-05	3.64926e-08
4837	4.26866	1.04525e-05	3.64249e-08
4838	4.267	1.04485e-05	3.63965e-08
4839	4.26431	1.04419e-05	3.63507e-08
4840	4.26178	1.04357e-05	3.63075e-08
4841	4.25927	1.04295e-05	3.62647e-08
4842	4.25697	1.04239e-05	3.62257e-08
4843	4.25632	1.04223e-05	3.62145e-08
4844	4.25403	1.04167e-05	3.61756e-08
4845	4.25007	1.0407e-05	3.61083e-08
4846	4.24763	1.04011e-05	3.60669e-08
4847	4.24427	1.03928e-05	3.60098e-08
4848	4.2428	1.03892e-05	3.59848e-08
4849	4.2407	1.03841e-05	3.59493e-08
4850	4.23614	1.03729e-05	3.58719e-08
4851	4.23492	1.03699e-05	3.58514e-08
4852	4.23294	1.03651e-05	3.58178e-08
4853	4.23207	1.03629e-05	3.58031e-08
4854	4.22876	1.03548e-05	3.57472e-08
4855	4.22804	1.03531e-05	3.57348e-08
4856	4.22056	1.03348e-05	3.56086e-08
4857	4.21892	1.03307e-05	3.55809e-08
4858	4.21847	1.03296e-05	3.55733e-08
4859	4.21472	1.03205e-05	3.55102e-08
4860	4.21238	1.03147e-05	3.54707e-08
4861	4.20846	1.03051e-05	3.54047e-08
4862	4.20526	1.02973e-05	3.53508e-08
4863	4.20371	1.02935e-05	3.53248e-08
4864	4.20108	1.02871e-05	3.52807e-08
4865	4.1985	1.02807e-05	3.52374e-08
4866	4.19311	1.02675e-05	3.51469e-08
4867	4.19204	1.02649e-05	3.5129e-08
4868	4.19095	1.02623e-05	3.51108e-08
4869	4.18996	1.02598e-05	3.50941e-08
4870	4.18661	1.02516e-05	3.5038e-08
4871	4.18451	1.02465e-05	3.50029e-08
4872	4.17956	1.02344e-05	3.49201e-08
4873	4.1773	1.02288e-05	3.48823e-08
4874	4.17382	1.02203e-05	3.48243e-08
4875	4.17156	1.02148e-05	3.47865e-08
4876	4.16871	1.02078e-05	3.4739e-08
4877	4.16704	1.02037e-05	3.47112e-08
4878	4.16318	1.01943e-05	3.4647e-08
4879	4.16136	1.01898e-05	3.46166e-08
4880	4.16038	1.01874e-05	3.46004e-08
4881	4.15756	1.01805e-05	3.45535e-08
4882	4.15518	1.01746e-05	3.45138e-08
4883	4.15394	1.01716e-05	3.44933e-08
4884	4.15209	1.01671e-05	3.44625e-08
4885	4.14794	1.01569e-05	3.43937e-08
4886	4.14688	1.01543e-05	3.43762e-08
4887	4.1422	1.01429e-05	3.42986e-08
4888	4.14086	1.01396e-05	3.42765e-08
4889	4.13684	1.01298e-05	3.42099e-08
4890	4.13525	1.01258e-05	3.41835e-08
4891	4.13312	1.01206e-05	3.41484e-08
4892	4.12917	1.0111e-05	3.40831e-08
4893	4.12524	1.01014e-05	3.40183e-08
4894	4.1245	1.00995e-05	3.40061e-08
4895	4.12314	1.00962e-05	3.39837e-08
4896	4.1197	1.00878e-05	3.39271e-08
4897	4.11741	1.00822e-05	3.38893e-08
4898	4.11621	1.00792e-05	3.38695e-08
4899	4.11293	1.00712e-05	3.38155e-08
4900	4.11167	1.00681e-05	3.37949e-08
4901	4.10667	1.00559e-05	3.37127e-08
4902	4.10408	1.00495e-05	3.36702e-08
4903	4.10235	1.00453e-05	3.36418e-08
4904	4.10114	1.00423e-05	3.3622e-08
4905	4.10044	1.00406e-05	3.36105e-08
4906	4.09607	1.00299e-05	3.35389e-08
4907	4.09399	1.00248e-05	3.35049e-08
4908	4.08831	1.00109e-05	3.34119e-08
4909	4.08504	1.00029e-05	3.33586e-08
4910	4.0841	1.00006e-05	3.33431e-08
4911	4.08304	9.99802e-06	3.33259e-08
4912	4.07991	9.99036e-06	3.32749e-08
4913	4.0785	9.98689e-06	3.32518e-08
4914	4.07748	9.9844e-06	3.32352e-08
4915	4.0762	9.98126e-06	3.32143e-08
4916	4.07276	9.97283e-06	3.31582e-08
