f	eta0	eta1	eta2	eta3	eta4	eta5	eta6	eta7
1407.16	971.996	639.281	374.828	828.828	48.9486	155.323	173.121	60.1534
1407.49	973.412	646.608	375.057	831.418	44.9091	146.364	174.012	62.5944
1407.83	976.955	654.488	377.163	825.856	43.342	140.82	175.603	62.3598
1408.16	981.416	658.467	381.431	812.577	43.5629	141.942	177.065	57.1107
1408.49	985.061	656.293	385.197	797.858	44.037	148.036	176.884	47.7498
1408.83	986.901	654.799	384.322	792.737	42.6723	150.327	174.634	36.5123
1409.16	987.563	654.405	378.48	800.937	39.7073	143.899	171.842	29.688
1409.49	985.854	653.093	372.016	816.385	37.2646	135.887	169.751	31.2333
1409.83	981.268	648.055	366.814	833.336	37.3594	135.135	168.822	36.873
1410.16	975.166	642.429	364.76	843.965	41.3244	143.643	169.043	40.2487
1410.49	971.611	639.208	367.328	840.781	46.9346	154.795	169.181	40.2219
1410.82	974.15	645.595	372.17	830.155	51.1368	161.151	168.517	39.6779
1411.16	981.072	659.21	374.445	824.475	53.6147	162.565	167.457	41.8103
1411.49	983.857	666.676	372.13	828.38	53.7349	160.365	166.348	46.1578
1411.82	979.955	661.205	367.597	838.384	52.4697	156.774	166.664	50.6779
1412.16	976.849	655.042	367.431	841.935	50.9761	155.368	170.773	54.4679
1412.49	979.824	657.271	372.705	832.86	49.8178	159.297	176.877	56.5642
1412.82	984.95	663.713	378.206	821.209	51.0477	166.078	181.146	57.7431
1413.16	986.877	664.778	380.016	816.192	53.2832	168.4	181.838	55.8731
1413.49	984.264	656.111	377.274	819.266	53.7844	164.486	179.232	49.3527
1413.82	981.334	647.875	372.468	827.926	51.1262	156.811	175.373	42.6977
1414.15	982.674	649.077	369.223	834.397	45.3907	146.982	172.661	39.5319
1414.49	984.641	653.52	368.951	835.209	40.1349	141.011	171.844	40.6265
1414.82	983.636	651.769	371.204	831.786	39.2985	142.789	171.699	46.8769
1415.15	982.547	650.649	374.151	825.883	41.6946	148.988	172.119	53.7883
1415.49	984.709	656.019	374.53	821.744	44.3481	155.131	172.755	56.7071
1415.82	988.002	664.953	372.822	821.599	45.3701	157.304	171.85	55.6158
1416.15	989.1	668.054	369.43	826.542	43.8403	155.161	169.547	51.8733
1416.49	987.153	664.929	365.671	834.033	40.3492	153.08	167.954	47.1932
1416.82	986.599	663.733	363.911	837	38.0309	153.512	168.688	45.8039
1417.15	991.024	674.605	365.634	832.135	37.5159	153.205	172.462	48.9417
1417.49	998.352	689.634	369.788	822.475	39.0704	151.392	177.528	53.9924
1417.82	1003.19	698.696	372.54	816.457	42.6064	149.838	181.093	58.1494
1418.15	1004.44	699.18	370.678	819.327	45.8836	148.592	182.772	57.4369
1418.48	1002.46	694.514	366.578	826.943	48.1835	148.947	183.26	50.3428
1418.82	997.675	685.712	363.77	833.391	50.4932	153.593	182.155	41.5908
1419.15	991.252	674.529	363.557	836.225	52.5816	160.566	178.138	35.2825
1419.48	987.168	665.345	364.897	836.844	54.129	165.718	172.036	32.8365
1419.82	989.943	666.916	366.657	834.02	53.9421	165.661	167.169	33.5994
1420.15	996.805	673.318	368.846	825.647	50.7324	160.559	165.674	33.6024
1420.48	1001.42	673.106	370.679	815.158	44.5167	153.489	167.435	32.2337
1420.82	1001.12	666.848	370.55	809.372	37.6628	147.182	169.639	29.4458
1421.15	996.885	659.903	367.247	816.75	34.122	141.923	169.45	27.1006
1421.48	993.262	660.259	365.048	829.869	34.9377	138.686	168.33	29.3894
1421.82	993.368	666.153	369.078	832.235	38.3108	137.844	168.881	35.6596
1422.15	995.466	670.072	375.143	825.468	42.5802	140.517	171.985	41.4953
1422.48	997.808	666.856	377.786	817.039	46.7259	145.176	176.433	45.7251
1422.81	999.302	661.534	376.839	813.605	50.1373	146.982	178.475	50.1066
1423.15	999.385	657.031	374.499	817.817	53.8324	146.641	176.146	56.0839
1423.48	997.937	654.094	375.999	820.974	55.0085	143.452	171.957	62.7032
1423.81	997.442	651.635	381.42	818.754	52.0204	136.195	168.403	67.0851
1424.15	997.784	650.212	385.49	815.94	47.0784	128.389	166.823	67.0991
1424.48	998.393	645.99	387.36	812.682	43.3302	124.549	167.271	63.7774
1424.81	999.181	643.031	388.35	809.784	43.5459	128.613	169.329	60.8377
1425.15	998.554	641.559	385.935	812.254	47.666	139.982	172.028	60.1955
1425.48	996.201	641.339	380.718	819.432	50.2782	150.164	173.72	62.6662
1425.81	995.73	647.451	374.158	827.808	49.3394	154.235	173.915	63.9055
1426.14	997.699	660.498	367.477	834.47	48.3509	153.08	173.775	59.3104
1426.48	1001.15	673.413	364.288	835.484	50.1272	149.885	174.828	53.1169
1426.81	1002.78	679.737	365.186	833.262	54.0876	147.826	176.061	50.238
1427.14	1001.61	676.974	368.141	830.659	56.0102	145.247	175.747	53.5348
1427.48	1001.37	672.433	373.365	823.912	52.4293	138.089	174.254	59.2429
1427.81	1003.94	673.648	378.954	815.701	45.6385	126.291	173.6	58.0751
1428.14	1008.87	681.614	381.864	809.531	40.8834	117.672	174.392	48.3039
1428.48	1011.6	687.302	381.112	807.821	39.8961	119.601	175.326	38.8004
1428.81	1007.56	678.389	376.627	812.665	40.7623	129.693	174.975	37.176
1429.14	998.843	660.886	370.172	822.208	41.3324	139.361	173.481	44.7175
1429.48	989.451	644.495	364.576	833.74	41.5603	144.988	171.265	54.802
1429.81	982.445	635.27	363.454	840.324	43.7472	149.773	168.734	58.1685
1430.14	981.591	635.365	367.011	837.862	47.7823	153.634	167.892	54.0341
1430.47	985.019	641.795	372.004	830.936	50.6646	155.31	169.756	47.9049
1430.81	989.851	649.949	374.886	825.753	51.1321	155.723	173.032	42.2208
1431.14	993.924	660.543	374.286	826.019	51.3886	158.464	175.5	37.8197
1431.47	995.175	664.781	372.107	827.602	54.0912	166.075	176.297	36.8237
1431.81	993.921	659.996	371.156	825.702	57.1904	172.741	176.806	36.9011
1432.14	994.546	655.339	370.547	824.332	57.002	171.229	178.191	37.9682
1432.47	998.564	661.808	371.031	825.507	52.7596	161.192	179.685	39.7058
1432.81	1004.68	677.505	373.562	827.104	47.2736	145.354	179.144	39.1942
1433.14	1010.59	693.382	376.406	827.758	43.5438	130.138	175.572	36.8108
1433.47	1013.21	695.954	376.725	828.263	41.815	122.049	171.842	34.6351
1433.81	1011.25	684.452	374.925	828.485	40.29	122.03	170.533	32.452
1434.14	1007.64	666.765	374.473	824.153	38.6847	127.525	171.134	31.7144
1434.47	1005.28	653.801	376.132	817.861	37.0799	131.968	173.081	32.5752
1434.8	1006.11	653.879	375.991	817.088	37.708	132.273	175.772	35.496
1435.14	1008.17	660.897	372.607	822.023	42.177	131.694	178.345	42.7046
1435.47	1007.96	664.843	368.477	828.78	47.3792	131.641	181.038	50.6386
1435.8	1003.95	660.83	365.766	832.528	50.9422	133.45	182.325	52.8353
1436.14	997.806	652.314	365.199	832.649	53.1927	138.462	181.015	46.924
1436.47	994.395	651.21	365.053	834.374	54.9715	144.77	179.352	37.1316
1436.8	994.915	661.291	364.398	837.548	55.8235	149.018	178.372	34.0035
1437.14	997.573	671.142	364.122	837.002	53.4323	149.024	176.972	40.399
1437.47	1000.45	675.182	365.935	832.733	48.5811	146.262	176.318	47.9141
1437.8	1002.5	672.723	368.449	829.542	46.4548	145.335	175.651	50.1846
1438.13	1004.27	672.254	369.665	832.159	48.0946	146.944	173.221	47.48
1438.47	1008.45	679.002	368.62	840.224	49.6879	146.326	171.404	45.5208
1438.8	1012.89	688.502	366.248	847.655	47.2488	139.577	172.288	50.3574
1439.13	1011.67	684.921	364.168	849.403	44.7402	134.533	175.332	61.2814
1439.47	1001.98	665.16	363.063	847.124	47.6582	141.333	177.399	70.504
1439.8	989.553	642.496	361.464	845.786	54.3867	156.621	175.026	72.3925
1440.13	981.282	632.771	359.321	847.488	59.6038	171.525	170.205	68.2238
1440.47	982.142	637.109	359.698	848.071	58.3536	176.946	166.933	62.2293
1440.8	990.091	646.289	365.037	841.887	50.7918	167.771	166.309	58.2412
1441.13	999.147	652.139	371.751	831.207	44.914	152.927	167.317	57.1793
1441.47	1006.4	658.593	376.692	820.484	43.6251	140.636	169.019	57.2556
1441.8	1013.16	671.204	378.924	813.269	43.147	132.352	173.12	59.7227
1442.13	1018.69	683.372	376.896	814.227	41.5806	129.494	178.48	63.4952
1442.46	1020.17	684.125	371.856	821.755	38.3642	128.878	181.02	62.73
1442.8	1016.68	673.079	366.056	828.054	37.0799	131.417	178.946	54.3495
1443.13	1011.26	660.694	362.254	828.713	39.5606	137.492	174.151	43.6318
1443.46	1008.61	655.556	363.559	824.738	42.0306	139.984	170.222	38.2039
1443.8	1009.02	657.717	367.524	821.655	41.1506	137.578	170.121	40.3784
1444.13	1007.92	655.254	370.128	820.335	38.5773	135.468	172.734	45.8713
1444.46	1002.68	646.343	370.71	817.599	36.112	136.974	174.847	47.2596
1444.8	997.959	635.631	369.208	812.098	33.7293	141.407	174.787	42.4649
1445.13	997.35	629.23	367.196	806.67	32.5515	143.636	171.984	36.4703
1445.46	1001.89	633.384	366.189	807.401	35.9313	143.463	167.67	36.0662
1445.8	1009.43	649.548	367.79	814.346	42.0374	144.375	164.989	40.8901
1446.13	1016.68	667.67	371.135	822.004	47.8842	146.914	165.653	45.2538
1446.46	1018.11	677.593	372.408	829.419	51.7605	149.333	168.206	47.8946
1446.79	1013.4	672.567	369.473	835.068	51.611	146.355	170.538	49.7313
1447.13	1006.4	660.999	363.716	837.326	48.9458	136.749	172.104	49.4499
1447.46	1001.98	654.926	358.249	840.858	45.9866	126.725	173.389	47.9347
1447.79	999.906	653.349	355.778	844.291	43.1142	122.31	174.77	46.9739
1448.13	997.385	645.606	354.198	844.484	42.9552	126.308	175.735	46.7481
1448.46	993.925	632.002	351.726	844.893	45.5544	134.394	175.219	44.2218
1448.79	991.13	617.936	348.62	847.376	46.8302	138.312	172.677	37.5581
1449.13	991.188	613.446	345.778	852.295	44.5804	136.384	169.281	34.1449
1449.46	993.705	622.617	345.382	858.424	39.482	133.435	166.697	37.9562
1449.79	995.901	635.117	347.724	857.937	35.0019	133.492	166.063	45.1691
1450.12	998.008	643.449	350.656	847.906	34.3961	140.723	168.154	48.0645
1450.46	1001.4	647.018	353.266	836.054	38.4442	153.536	172.321	42.0076
1450.79	1004.74	648.81	355.989	829.576	44.8184	162.233	176.394	36.1864
1451.12	1008.38	653.402	359.185	828.439	49.7315	163.622	180.723	37.9205
1451.46	1009.98	660.87	362.093	828.247	51.2447	163.165	185.54	42.5213
1451.79	1008.41	665.31	363.187	827.691	51.2098	164.408	187.969	48.6083
1452.12	1006.49	666.628	363.97	826.705	49.9588	164.307	186.896	52.8637
1452.46	1005.82	661.698	365.299	825.684	49.2194	160.01	183.153	51.6917
1452.79	1005.26	651.6	365.729	824.427	51.4847	155.431	178.594	50.5813
1453.12	1004.33	638.362	363.582	822.444	56.7278	159.166	176.038	52.0615
1453.46	1004.08	630.588	360.104	823.514	62.3625	166.647	175.012	54.5145
1453.79	1006.02	631.166	357.823	826.999	64.2	165.419	174.46	56.4335
1454.12	1008.33	637.204	360.702	822.302	59.5793	155.956	175.155	54.4492
1454.45	1009.55	641.583	368.405	806.178	50.0468	146.415	176.776	53.3809
1454.79	1008.36	641.083	374.887	791.229	39.9216	140.427	179.039	57.2788
1455.12	1006.57	636.808	376.211	789.786	33.7009	136.722	180.685	59.2997
1455.45	1008.53	637.511	372.356	801.361	32.6191	133.312	181.757	55.4681
1455.79	1014.92	645.96	365.663	815.592	35.6068	131.51	183.355	49.5927
1456.12	1019.33	653.617	361.971	822.053	39.0258	134.087	184.742	46.2557
1456.45	1016.29	650.561	361.436	822.418	38.2541	136.817	184.668	45.7568
1456.79	1006.1	637.02	359.906	825.274	35.7559	136.706	183.555	46.4819
1457.12	995.761	624.006	357.184	831.908	38.2969	139.052	182.157	50.8417
1457.45	992.551	623.994	354.469	840.674	46.0837	147.34	181.092	62.5583
1457.79	995.766	633.678	353.886	849.041	54.0688	158.509	179.476	74.5924
1458.12	999.247	638.752	358.71	847.628	57.4847	167.159	176.659	75.2562
1458.45	1000.32	639.388	365.59	837.883	54.8596	167.709	173.893	63.4468
1458.78	999.318	636.668	367.88	831.394	49.5788	158.443	172.202	48.4914
1459.12	997.729	632.641	364.485	832.873	44.5706	142.937	172.146	36.5236
1459.45	998.912	630.405	356.632	842.53	39.4429	125.848	171.648	29.424
1459.78	1000.31	629.627	346.93	857.179	35.5395	115.056	169.246	27.6085
1460.12	999.962	629.23	339.578	869.309	34.604	116.069	166.863	30.1983
1460.45	997.92	632.986	337.85	873.192	33.0332	124.722	166.895	35.0745
1460.78	993.574	633.9	340.889	869.334	29.2137	134.252	169.414	36.3306
1461.12	989.936	632.136	347.36	857.325	24.9287	139.127	172.02	32.0346
1461.45	991.178	631.983	352.819	843.1	22.5774	138.341	172.496	31.2201
1461.78	995.506	637.547	353.523	838.198	23.7805	135.637	172.412	36.5934
1462.11	1001.1	643.563	351.73	840.558	30.4176	134.544	174.652	45.4322
1462.45	1004.75	644.254	353.236	840.272	41.8787	135.622	178.327	53.7592
1462.78	1007.09	641.959	359.297	833.888	54.9017	138.116	180.033	52.4133
1463.11	1011.82	644.175	367.407	820.268	63.9756	140.046	178.367	43.4104
1463.45	1016.58	648.092	372.313	805.883	65.9815	142.26	175.511	39.3889
1463.78	1016.02	649.474	370.741	803.269	64.2036	148.8	173.339	45.9022
1464.11	1012.11	650.061	364.906	816.122	65.1618	161.265	172.308	59.7769
1464.45	1009.29	650.406	362.137	830.052	69.0127	173.554	172.312	67.6528
1464.78	1010.88	652.401	366.599	830.357	70.1521	175.767	172.133	62.8545
1465.11	1018.78	657.603	372.766	820.424	66.1382	164.801	171.37	57.9306
1465.45	1028.98	667.431	373.573	811.724	58.6444	149.45	171.334	62.5182
1465.78	1035.53	677.085	366.546	814.494	50.6487	142.852	172.759	73.4509
1466.11	1036.72	680.828	356.354	827.526	44.0856	147.137	174.602	81.6167
1466.44	1032.53	673.117	351.002	835.667	41.818	155.617	173.137	80.4071
1466.78	1026.42	663.51	350.783	837.131	43.4329	160.077	167.829	72.0533
1467.11	1024.41	660.355	351.232	837.74	46.2225	156.867	164.969	60.0436
1467.44	1021.39	654.638	351.872	837.526	47.814	151.783	168.486	48.5843
1467.78	1013.03	632.344	352.468	837.204	47.256	149.076	174.554	43.2015
1468.11	1005.15	608.699	354.455	834.475	47.6772	149.44	177.123	42.7687
1468.44	1004.09	602.829	356.235	829.326	49.5721	152.007	174.724	43.1461
1468.78	1011.63	622.453	356.157	825.05	46.5517	147.881	172.336	39.932
1469.11	1025.38	656.175	354.968	825.806	39.0605	133.076	173.267	34.2755
1469.44	1035.03	680.606	349.771	838.718	33.9246	118.371	174.814	32.0469
1469.78	1035.28	681.499	341.459	858.691	35.8154	116.129	174.135	37.8047
1470.11	1029.33	668.344	337.2	870.523	43.7576	127.946	171.298	50.9272
1470.44	1022.27	655.106	339.432	868.535	50.4611	140.618	168.686	63.7121
1470.77	1017.18	649.24	346.492	857.948	51.9265	142.139	168.895	67.9001
1471.11	1015.28	646.88	352.638	847.995	49.1443	137.891	171.005	62.0015
1471.44	1015.9	641.144	353.287	840.491	45.5921	139.41	170.478	50.6438
1471.77	1018.57	631.514	351.226	831.868	44.2924	145.604	166.252	44.0439
1472.11	1022.76	622.612	350.731	823.571	43.6108	145.751	161.966	45.4031
1472.44	1024.6	617.373	354.144	815.73	42.6661	138.774	160.318	48.2808
1472.77	1022.41	615.842	359.453	810.459	42.885	131.857	161.621	51.1763
1473.11	1019.4	621.75	362.916	810.778	44.4874	132.858	164.928	53.0526
1473.44	1018.98	631.841	362.724	815.07	46.9622	140.186	169.828	54.6607
1473.77	1020.26	640.054	359.951	820.96	46.615	142.659	175.126	56.7177
1474.1	1020.77	637.175	358.743	821.413	40.5768	137.057	177.73	54.2921
1474.44	1018.08	623.83	359.749	815.315	33.131	132.179	176.481	45.4193
1474.77	1014.56	607.27	359.998	810.293	31.4309	135.474	173.644	34.4233
1475.1	1012.11	597.454	359.033	812.578	36.9126	144.632	171.874	29.4012
1475.44	1008.77	594.517	357.295	820.456	47.4803	154.749	173.127	37.6817
1475.77	1004.7	599.764	355.448	833.053	57.2782	158.22	175.322	53.3704
1476.1	1005.16	610.938	352.874	850.363	59.6561	151.376	175.474	63.6688
1476.44	1011.5	625.44	351.309	862.012	53.4458	137.959	174.016	61.5038
1476.77	1021.24	636.646	351.367	857.991	42.6538	124.002	172.79	48.4299
1477.1	1027.39	638.831	350.111	846.695	33.1898	111.914	173.271	34.3112
1477.44	1025.59	632.297	346.424	841.958	31.3311	106.255	174.632	28.149
1477.77	1020.71	624.884	343.81	845.92	34.9488	106.498	174.637	31.8918
1478.1	1017.82	620.405	345.21	849.507	39.7287	112.003	172.811	43.6754
1478.43	1017.19	621.704	350.015	842.999	45.2098	125.163	172.766	56.5967
1478.77	1016.66	627.949	352.959	831.839	51.0138	143.185	175.221	65.9884
1479.1	1015.52	637.501	351.793	827.745	56.5025	155.504	178.149	71.7026
1479.43	1016.39	652.016	348.544	832.855	60.0675	156.625	181.661	71.0649
1479.77	1019.04	663.163	345.26	840.965	60.1757	152.093	185.479	67.3818
1480.1	1022.14	667.505	343.649	847.163	56.7483	145.634	186.926	67.6731
1480.43	1024.19	662.679	343.637	851.113	52.7036	139.878	184.219	75.9556
1480.77	1021.04	643.295	343.809	855.452	50.2345	138.576	179.2	89.4001
1481.1	1015.31	618.981	341.09	864.273	48.5589	140.832	175.861	94.5366
1481.43	1010.9	606.675	335.989	873.407	46.4423	142.914	175.034	84.246
1481.77	1009.56	604.341	334.564	871.415	44.8789	142.731	174.524	71.111
1482.1	1013.01	609.496	341.491	856.929	44.1599	134.977	175.407	64.097
1482.43	1019.96	618.381	350.778	841.121	45.7209	124.082	178.921	59.5816
1482.76	1028.08	635.143	355.712	833.026	49.7156	119.947	182.13	50.9638
1483.1	1036	658.269	353.655	834.914	52.7778	121.079	179.932	37.1087
1483.43	1038.77	673.49	347.145	841.749	51.0907	121.564	173.472	27.017
1483.76	1032.48	664.116	342.615	847.606	47.6809	124.717	169.634	26.8218
1484.1	1019.91	639.87	340.835	854.236	47.3327	128.419	169.376	31.3211
1484.43	1008.74	620.377	339.113	857.974	51.1802	132.722	167.308	39.276
1484.76	1004.56	616.1	337.505	858.009	57.5229	141.832	162.528	48.8984
1485.1	1008.5	626.643	336.029	860.032	61.9895	152.526	161.192	53.0751
1485.43	1015.94	645.459	337.075	862.369	63.8382	161.084	167.234	50.6933
1485.76	1022.42	661.865	343.744	857.573	65.052	163.966	175.443	44.1133
1486.09	1027.64	672.665	352.565	845.424	63.409	155.017	177.098	39.5653
1486.43	1034.68	681.632	357.887	836.386	56.5438	135.836	173.129	42.8254
1486.76	1044.36	689.056	357.249	843.211	48.7964	118.094	171.666	46.4582
1487.09	1053.21	693.091	353.064	858.349	46.0387	109.674	175.003	46.5716
1487.43	1055.69	686.184	350.25	860.914	48.0748	112.497	180.068	48.1492
1487.76	1048.41	668.142	350.182	845.658	48.369	125.744	182.949	48.7751
1488.09	1033.78	638.982	347.075	830.012	43.9278	144.279	181.256	45.3614
1488.43	1019.11	606.668	337.625	830.54	37.802	157.093	177.448	36.8828
1488.76	1009.47	581.355	329.428	838.424	36.1645	160.676	173.632	28.9881
1489.09	1007.52	578.634	331.124	838.507	41.5182	154.865	170.97	30.2308
1489.43	1013.04	600.371	342.147	830.966	48.6639	144.047	171.821	35.9975
1489.76	1018.86	626.969	353.595	825.677	51.8888	138.744	176.047	36.0425
1490.09	1021.68	635.879	356.8	830.788	50.605	139.016	182.197	29.9357
1490.42	1023.83	632.226	353.487	842.762	45.8287	136.007	187.895	24.3375
1490.76	1028.05	628.648	351.177	851.728	40.2188	126.856	187.158	27.6895
1491.09	1032.93	632.291	353.013	853.421	35.9106	116.591	178.949	37.2524
1491.42	1036.53	639.903	356.077	846.812	34.1367	114.877	169.474	41.3398
1491.76	1037.4	646.989	356.447	838.515	37.8725	126.124	164.901	37.8873
1492.09	1038.28	655.004	353.227	837.095	47.2655	143.961	166.708	35.3551
1492.42	1040.99	662.658	349.636	841.124	55.841	156.84	171.196	41.1938
1492.76	1039.9	659.601	346.82	848.233	59.3016	160.753	174.327	53.3279
1493.09	1031.86	646.289	345.518	854.631	58.6575	159.513	175.726	62.9749
1493.42	1023.9	635.092	347.727	857.051	56.7527	154.422	175.45	63.1088
1493.76	1021.86	634.026	350.004	858.124	55.8419	146.426	174.029	55.1042
1494.09	1026.15	639.409	351.61	850.547	56.6887	139.449	173.155	43.6937
1494.42	1030.11	632.165	352.91	832.436	56.5677	135.532	172.531	30.272
1494.75	1026.1	606.258	349.825	819.748	52.269	133.861	172.356	18.0894
1495.09	1017.41	574.705	343.965	817.917	46.918	132.728	170.678	11.9012
1495.42	1012.05	558.084	340.418	818.475	42.6451	130.378	166.6	11.9734
1495.75	1015.25	568.381	341.679	816.579	39.4836	123.396	163.846	19.6643
1496.09	1025.01	599.161	347.557	810.331	37.1428	110.691	165.507	32.8319
1496.42	1035.11	630.476	350.921	807.871	35.1522	99.1073	171.671	46.2155
1496.75	1040.92	650.008	346.958	818.016	33.6058	93.7168	180.335	54.2942
1497.09	1040.9	648.368	338.57	835.017	34.5202	97.5387	185.347	53.9791
1497.42	1036.61	636.684	330.165	851.605	35.669	110.154	184.222	49.4373
1497.75	1031.49	625.425	325.544	859.752	35.5999	128.087	178.996	45.7823
1498.08	1024.68	615.398	325.146	857.276	36.5452	145.128	174.672	46.0882
1498.42	1016.84	606.958	325.463	856.489	41.742	155.9	174.461	52.6808
1498.75	1011.94	604.954	325.605	863.467	51.4167	158.815	175.533	62.6499
1499.08	1013.55	612.987	327.667	870.235	62.4328	162.499	174.127	72.8055
1499.42	1019.63	627.055	333.574	865.561	70.3852	172.596	170.233	79.0491
1499.75	1023.17	628.897	342.369	845.7	72.1144	179.897	166.872	76.8507
1500.08	1019.63	613.193	349.875	824.081	70.8048	174.451	166.154	69.5696
1500.42	1015.76	597.199	353.002	813.563	71.3687	158.973	167.781	65.9802
1500.75	1018.62	593.851	353.006	810.858	72.6308	147.833	170.184	69.2438
1501.08	1024.14	595.606	349.763	807.829	71.3937	153.888	172.97	75.723
1501.42	1024.98	590.911	342.252	805.59	66.4795	168.418	176.967	79.8198
1501.75	1022.82	586.383	334.953	810.198	57.7174	169.535	179.999	73.9684
1502.08	1024.4	593.702	335.116	817.034	51.5836	153.862	179.127	60.4535
1502.41	1029.73	612.582	342.231	822.082	51.7836	135.982	176.679	49.5287
1502.75	1033.9	624.636	348.951	821.803	57.2243	138.543	173.707	44.3954
1503.08	1034.26	623.252	352.694	814.327	65.3987	163.077	171.711	42.2755
1503.41	1034.21	614.815	352.291	812.457	70.0736	184.53	172.705	39.4028
1503.75	1037.26	610.103	350.027	819.788	70.3373	188.063	173.463	33.634
1504.08	1041.69	611.836	349.081	829.055	70.624	178.917	173.438	34.7032
1504.41	1044.72	623.74	347.861	839.42	71.8762	171.818	174.145	46.6702
1504.75	1045.56	638.393	343.956	848.133	73.7786	180.69	173.462	60.1332
1505.08	1039.14	641.364	336.355	856.027	74.4646	200.9	173.496	63.8585
1505.41	1028.93	629.234	324.909	866.842	74.8829	216.079	176.393	55.6907
1505.75	1024.09	613.622	318.228	873.742	77.5024	214.625	178.243	45.9061
1506.08	1025.96	601.01	321.197	874.367	77.4164	192.693	176.329	45.3265
1506.41	1027.67	589.494	327.853	867.392	72.4051	167.275	171.066	53.0372
1506.74	1025.03	576.233	331.568	852.892	66.1158	156.927	164.251	60.1088
1507.08	1019.75	570.079	329.43	844.684	63.5569	160.971	158.659	60.3762
1507.41	1019.8	581.698	323.683	852.589	65.4124	167.752	154.693	55.2584
1507.74	1026.59	600.229	322.095	865.169	65.9603	164.729	153.425	52.8152
1508.08	1032.9	610.197	327.074	868.839	62.6727	151.861	157.147	55.7789
1508.41	1038.42	616.551	333.978	858.489	57.8053	137.053	163.247	58.589
1508.74	1045.84	629.403	337.277	843.153	53.3843	124.506	165.146	56.5574
1509.08	1051.98	643.813	334.488	838.434	49.8728	117.344	159.904	53.2223
1509.41	1056.49	656.085	331.851	839.801	44.4667	112.55	152.792	51.2693
1509.74	1060.1	661.535	334.473	837.24	39.8338	109.648	150.299	48.9171
1510.07	1059.48	657.045	337.867	836.212	41.8535	113.051	153.967	45.2655
1510.41	1054.06	641.924	334.933	841.569	48.8733	122.821	160.844	41.8954
1510.74	1043.49	619.884	325.572	853.409	56.2749	136.763	167.32	45.6834
1511.07	1031.62	601.895	317.208	866.12	60.3772	148.572	172.41	58.9512
1511.41	1025.73	606.304	317.662	869.684	58.0984	152.249	175.021	68.9016
1511.74	1026.8	624.446	324.549	865.314	54.767	153.69	175.743	66.4053
1512.07	1028.82	637.916	330.17	860.623	58.204	162.497	178.419	57.9039
1512.41	1031.28	640.625	331.559	861.917	66.6204	178.093	181.65	51.1255
1512.74	1035.79	641.022	330.088	871.429	74.1362	187.891	183.727	48.8719
1513.07	1042.49	645.679	326.137	884.583	76.4639	180.605	186.974	47.9513
1513.41	1048.99	655.7	321.716	890.657	70.6285	161.101	190.163	42.2597
1513.74	1050.87	661.349	319.84	880.171	59.7263	143.311	191.17	37.2995
1514.07	1049.93	659.595	322.27	854.531	50.8971	137.654	186.714	39.4364
1514.4	1052.47	655.155	327.932	826.853	46.7544	140.698	177.218	43.9463
1514.74	1054.52	646.989	329.694	813.711	46.8779	143.515	170.126	43.8573
1515.07	1053.57	635.191	324.716	822.109	49.2989	138.987	171.112	44.9292
1515.4	1051.58	623.246	319.764	839.594	52.1193	132.489	179.687	53.6415
1515.74	1050	615.055	319.272	854.955	55.5053	134.675	189.493	66.2111
1516.07	1049.42	609.533	322.234	864.023	60.4118	144.059	193.073	75.9862
1516.4	1045.81	605.042	324.849	865.836	67.1068	153.555	189.065	77.5493
1516.74	1038.13	601.633	325.182	863.759	72.555	156.905	179.834	72.6586
1517.07	1033.54	604.81	324.775	860.574	73.716	151.985	172.416	66.5926
1517.4	1038.44	618.746	324.941	856.801	72.2386	148.118	173.705	58.4748
1517.74	1051.49	644.458	325.464	858.166	69.5031	149.049	179.555	52.5078
1518.07	1066.88	673.056	325.465	866.187	67.9618	152.109	184.535	58.5002
1518.4	1073.03	689.762	326.687	873.823	72.7348	162.062	185.602	69.2082
1518.73	1064.82	678.699	327.754	879.595	78.341	171.665	179.966	71.5441
1519.07	1051.14	650.559	326.58	879.213	76.2233	169.471	172.143	61.8648
1519.4	1043.18	625.265	327.165	863.75	68.5932	159.838	168.58	53.254
1519.73	1042.38	615.727	329.149	843.361	62.0042	150.861	168.551	59.1048
1520.07	1047.68	617.962	331.197	824.372	62.5507	149.148	168.161	72.9903
1520.4	1052.17	616.106	335.942	804.436	68.2275	155.038	162.024	78.501
1520.73	1054.69	602.295	338.709	796.149	68.8151	153.487	150.112	68.1675
1521.07	1058.82	591.265	338.989	801.798	61.8271	139.73	142.812	49.4173
1521.4	1061.58	593.725	337.895	814.706	53.7286	124.11	145.64	38.9409
1521.73	1060.9	611.476	332.898	831.473	49.3399	117.56	152.103	45.5692
1522.06	1058.63	630.999	329.935	835.854	49.1796	128.63	156.398	60.9062
1522.4	1055.08	638.213	331.186	827.99	48.012	148.527	159.044	70.6697
1522.73	1051.5	633.165	331.48	826.174	42.9248	161.306	161.374	66.5635
1523.06	1049.22	626.145	329.084	834.838	37.9152	164.984	163.922	52.3317
1523.4	1045.28	622.89	320.645	854.486	39.7776	166.305	166.178	39.3872
1523.73	1040.62	618.948	309.015	877.239	50.3172	173.016	168.579	35.7123
1524.06	1040.3	616.989	302.434	887.475	62.7184	183.476	175.104	37.4937
1524.4	1047.34	625.701	299.681	886.599	69.4123	187.771	185.086	38.0898
