f	eta0	eta1	eta2	eta3	eta4	eta5	eta6	eta7
586.844	984.264	656.111	377.274	819.266	53.7844	164.486	179.232	49.3527
587.177	986.877	664.778	380.016	816.192	53.2832	168.4	181.838	55.8731
587.51	984.95	663.713	378.206	821.209	51.0477	166.078	181.146	57.7431
587.843	979.824	657.271	372.705	832.86	49.8178	159.297	176.877	56.5642
588.177	976.849	655.042	367.431	841.935	50.9761	155.368	170.773	54.4679
588.51	979.955	661.205	367.597	838.384	52.4697	156.774	166.664	50.6779
588.843	983.857	666.676	372.13	828.38	53.7349	160.365	166.348	46.1578
589.176	981.072	659.21	374.445	824.475	53.6147	162.565	167.457	41.8103
589.509	974.15	645.595	372.17	830.155	51.1368	161.151	168.517	39.6779
589.842	971.611	639.208	367.328	840.781	46.9346	154.795	169.181	40.2219
590.175	975.166	642.429	364.76	843.965	41.3244	143.643	169.043	40.2487
590.508	981.268	648.055	366.814	833.336	37.3594	135.135	168.822	36.873
590.841	985.854	653.093	372.016	816.385	37.2646	135.887	169.751	31.2333
591.174	987.563	654.405	378.48	800.937	39.7073	143.899	171.842	29.688
591.507	986.901	654.799	384.322	792.737	42.6723	150.327	174.634	36.5123
591.84	985.061	656.293	385.197	797.858	44.037	148.036	176.884	47.7498
592.173	981.416	658.467	381.431	812.577	43.5629	141.942	177.065	57.1107
592.506	976.955	654.488	377.163	825.856	43.342	140.82	175.603	62.3598
592.839	973.412	646.608	375.057	831.418	44.9091	146.364	174.012	62.5944
593.172	971.996	639.281	374.828	828.828	48.9486	155.323	173.121	60.1534
593.505	974.03	640.312	374.66	823.03	53.5722	161.829	173.871	57.7027
593.838	980.233	653.628	372.716	821.494	55.8619	163.529	176.152	55.1978
594.172	986.082	670.678	371.394	825.753	54.012	162.241	178.15	51.518
594.505	987.646	677.62	372.758	830.722	50.5808	160.488	177.904	47.3013
594.838	984.611	671.689	374.909	834.922	48.1777	159.106	174.732	43.8186
595.171	979.015	657.981	374.762	840.141	46.7046	157.168	171.174	41.8998
595.504	975.293	648.824	372.261	844.573	45.4973	154.123	169.702	42.2411
595.837	975.345	649.887	370.461	845.103	44.2255	151.042	170.681	44.3757
596.17	977.519	655.326	370.812	841.687	44.1508	150.916	172.967	46.7264
596.503	980.491	660.739	372.07	837.926	46.0061	152.012	175.009	49.6486
596.836	982.272	663.29	371.547	840.481	47.3482	150.342	176.285	52.9729
597.169	980.335	660.904	368.833	848.88	47.5461	148.682	175.917	54.9762
597.502	976.891	655.213	366.221	854.029	47.6205	149.692	173.556	55.8542
597.835	972.845	649.047	366.396	848.185	47.577	152.459	171.227	53.3106
598.168	968.971	644.744	368.08	835.21	48.3745	157.7	170.76	45.4641
598.501	967.525	646.543	370.519	822.06	49.8439	162.418	172.268	37.0104
598.834	970.091	649.217	373.322	813.642	50.851	164.035	174.804	33.3389
599.167	977.243	654.062	375.787	811.643	48.6765	160.335	176.592	35.3252
599.5	986.648	661.855	378.83	810.337	41.5508	150.827	176.672	40.2153
599.833	992.544	670.599	382.406	808.487	32.3696	140.502	175.987	43.5352
600.167	994.026	677.291	384.174	809.123	26.8823	135.969	175.282	44.2657
600.5	993.077	681.667	383.982	809.465	26.7821	137.471	175.057	43.3606
600.833	992.025	679.912	382.918	807.351	28.7527	139.253	175.872	41.7967
601.166	991.568	674.177	382.538	804.869	29.1289	138.15	176.544	41.6179
601.499	990.273	666.096	383.241	805.966	29.6712	136.758	175.304	44.2233
601.832	987.618	658.521	384.093	812.569	32.4269	136.501	172.912	48.6702
602.165	985.967	654.604	384.632	818.975	36.0389	136.948	171.788	50.6616
602.498	984.377	654.008	383.48	822.058	39.1638	138.393	172.472	47.6289
602.831	980.806	652.432	380.81	822.553	41.2325	139.595	172.515	40.6374
603.164	978.243	653.24	378.217	823.816	42.9928	141.591	171.828	33.2147
603.497	980.582	662.338	377.041	827.164	45.3714	144.067	172.152	29.9673
603.83	988.164	676.976	378.993	827.276	46.9381	144.041	173.199	32.2856
604.163	997.046	690.754	382.354	823.421	47.1278	142.839	174.255	37.8281
604.496	1000.89	695.367	383.141	819.36	47.2187	143.859	174.714	42.0935
604.829	997.644	690.08	381.582	815.725	46.0007	146.266	174.445	42.2912
605.162	991.876	680.791	379.456	814.234	43.5099	148.865	174.558	40.6007
605.495	986.204	672.662	378.668	815.543	41.1343	149.835	174.672	38.8339
605.828	980.979	664.732	378.409	819.82	39.9951	149.398	174.027	36.68
606.162	976.295	659.347	375.868	830.099	40.963	150.455	174.937	36.0771
606.495	974.315	657.022	370.679	843.351	43.1703	153.274	178.249	39.2451
606.828	975.66	660.506	365.683	851.28	45.2388	157.022	181.901	45.5596
607.161	979.704	668.182	363.101	850.142	47.0196	160.635	183.852	51.5576
607.494	982.074	674.995	363.1	843.507	48.4021	163.536	182.911	54.4019
607.827	979.306	673.413	364.128	838.067	49.7644	164.778	178.656	54.0371
608.16	974.713	669.123	366.471	836.072	49.4246	160.314	173.455	52.2801
608.493	973.667	670.026	370.174	834.969	46.6378	151.147	170.55	51.4183
608.826	976.51	677.438	374.046	833.079	44.1608	144.4	171.363	50.127
609.159	980.448	683.521	378.465	828.564	43.7326	144.484	174.237	48.6472
609.492	982.448	681.736	385.225	818.605	44.2935	148.306	176.104	47.6264
609.825	982.007	672.335	392.515	805.57	43.9551	150.024	176.295	46.4159
610.158	981.047	664.273	396.109	796.806	41.2977	146.38	176.679	45.8941
610.491	979.339	660.35	393.053	799.692	39.5699	141.769	177.883	45.6851
610.824	976.465	656.832	385.903	810.654	42.0137	142.166	178.532	42.7947
611.157	974.779	657.464	380.563	819.252	47.5839	149.878	177.611	39.4761
611.49	975.213	661.437	379.937	819.95	52.3262	162.1	175.848	39.4628
611.823	976.898	667.001	381.783	816.738	51.7152	169.644	175.604	43.6598
612.157	979.863	673.05	382.576	815.253	46.4532	166.892	176.997	50.7359
612.49	982.149	677.337	381.812	815.854	41.571	158.161	177.752	55.366
612.823	983.345	680.19	380.436	816.807	40.3224	150.916	176.513	53.9774
613.156	983.101	682.283	380.472	815.154	41.556	147.925	174.941	48.3898
613.489	982.59	679.929	382.889	809.326	41.8269	146.52	175.341	43.7383
613.822	983.116	677.661	385.914	802.233	40.3664	145.607	177.299	45.3294
614.155	983.377	675.037	385.952	799.521	41.2357	148.477	178.769	54.4776
614.488	981.026	672.154	383.466	803.448	44.5511	153.015	179.124	64.5315
614.821	977.086	667.321	380.665	810.926	46.215	154.187	178.952	66.773
615.154	973.159	660.259	379.862	815.752	44.0058	150.596	178.711	59.4583
615.487	969.948	651.245	380.595	816.826	40.5195	147.862	177.624	49.8132
615.82	968.195	645.714	381.608	815.43	38.5069	149.445	175.036	43.4865
616.153	969.213	646.073	383.37	811.272	38.3513	151.892	171.508	42.2287
616.486	972.421	650.475	385.036	807.857	37.8853	151.986	168.664	44.5093
616.819	976.191	655.149	383.946	808.874	35.8968	150.313	168.234	46.6041
617.152	978.36	660.201	380.284	814.692	34.3239	148.305	170.514	48.0883
617.485	976.153	660.924	375.828	822.821	36.0857	148.696	174.623	49.362
617.818	971.805	658.495	373.051	828.989	40.2604	150.594	178.239	49.2377
618.152	968.771	657.469	372.957	831.756	43.2581	150.433	179.464	49.2211
618.485	968.401	658.135	374.838	832.077	43.4298	147.655	179.478	51.246
618.818	970.94	664.298	378.316	829.544	41.6944	143.782	179.432	54.7985
619.151	974.073	671.661	381.028	825.838	41.7742	143.629	179.674	58.9274
619.484	973.553	672.309	380.204	823.871	46.1827	150.717	180.246	59.1758
619.817	971.325	666.116	378.581	819.215	52.0522	160.291	180.452	52.536
620.15	970.6	659.141	380.048	808.558	55.0861	165.44	180.279	45.0837
620.483	972.424	654.484	384.282	796.507	54.2013	165.712	179.791	42.8083
620.816	975.386	656.751	388.071	791.471	50.0265	162.878	179.001	45.29
621.149	976.278	660.702	388.165	795.836	45.837	160.681	178.469	50.0118
621.482	973.963	665.065	387.457	802.576	44.2008	159.82	177.94	54.2998
621.815	972.701	670.243	388.339	804.92	45.5879	159.227	176.992	56.6221
622.148	974.035	675.167	389.304	804.806	47.5299	156.375	175.544	55.5749
622.481	976.153	675.86	389.143	806.361	48.1065	150.141	173.742	49.6551
622.814	977.628	674.715	388.82	809.658	47.3642	143.866	172.8	42.8108
623.147	978.399	674.342	388.891	813.183	45.6559	140.911	172.318	43.7247
623.48	978.808	676.779	390.514	814.094	42.7989	140.691	171.102	52.1197
623.813	978.225	677.719	391.485	813.323	39.2205	141.878	170.169	58.9663
624.147	974.554	673.17	390.225	813.242	36.5887	144.701	170.471	59.0581
624.48	968.011	663.207	387.617	813.505	37.0338	150.461	171.112	54.8271
624.813	962.835	653.823	384.237	814.453	40.9459	160.024	170.995	51.7762
625.146	962.075	650.122	381.802	815.776	45.7954	167.314	169.458	53.5464
625.479	965.665	651.177	382.519	814.194	49.557	167.098	167.635	57.3565
625.812	970.715	655.218	386.077	810.939	52.5866	163.311	167.27	60.5874
626.145	974.536	660.768	390.183	809.551	54.5354	160.979	168.228	63.9946
626.478	975.194	666.885	392.33	811.885	54.074	159.918	169.963	65.1478
626.811	973.573	671.34	390.755	818.84	51.1662	157.861	172.292	60.8461
627.144	971.988	674.397	387.502	825.511	46.9037	153.551	174.687	52.9093
627.477	971.411	672.31	385.627	825.887	44.2249	150.613	176.701	47.0783
627.81	971.377	668.26	386.942	820.007	43.8985	151.37	178.11	48.5338
628.143	972.892	669.109	390.261	813.37	44.253	151.568	178.478	56.6868
628.476	975.099	677.709	392.147	812.598	44.9794	148.854	177.297	63.1303
628.809	977.568	688.323	390.717	816.781	45.1799	144.909	175.62	63.4554
629.142	978.153	693.919	388.208	819.318	43.4509	142.502	175.583	60.3855
629.475	974.915	686.17	387.287	816.396	39.6022	140.783	177.417	55.5108
629.808	969.01	669.815	389.474	808.203	34.6087	139.437	178.94	50.1231
630.142	964.661	656.718	393.356	800.166	32.656	141.928	178.312	45.7458
630.475	964.724	656.37	396.301	797.621	35.362	145.674	176.656	42.4273
630.808	968.123	664.508	397.019	798.724	39.4416	146.431	176.113	41.3664
631.141	970.262	670.613	395.154	802.412	41.129	143.251	177.146	41.2024
631.474	969.446	669.211	392.134	806.867	40.064	139.594	178.204	39.9336
631.807	967.548	665.107	390.894	808.254	39.1528	141.851	178.29	40.2182
632.14	966.669	664.959	391.978	807.177	41.6014	150.612	178.159	42.4071
632.473	968.134	669.819	394.083	805.596	45.8012	158.008	178.045	43.3656
632.806	970.975	675.898	395.058	805.738	48.1375	159.749	177.171	42.1888
633.139	973.879	681.55	394.627	809.054	47.3303	156.343	175.579	39.6353
633.472	975.576	686.682	394.478	810.941	44.8511	151.575	173.913	38.5957
633.805	975.92	687.672	394.192	808.633	42.7209	149.647	173.051	40.6751
634.138	975.227	684.623	393.584	803.418	41.6434	151.515	174.146	44.7718
634.471	974.42	678.204	392.95	798.046	41.3275	153.296	176.875	48.5908
634.804	972.566	671.102	392.602	794.623	41.0438	150.88	180.082	49.86
635.137	969.375	665.131	392.5	794.248	40.7835	145.793	182.046	49.3709
635.47	964.926	662.515	390.894	800.437	40.5985	142.208	181.158	49.8632
635.803	961.612	661.247	386.894	813.966	40.0304	141.785	178.408	52.2228
636.137	961.41	664.095	383.06	829.233	38.3004	142.005	176.424	54.2083
636.47	964.845	670.104	382.355	836.852	36.3197	140.997	175.757	52.1946
636.803	970.313	677.863	385.808	831.729	35.2838	139.638	175.766	46.9286
637.136	975.033	682.557	390.774	817.775	35.9076	139.931	175.63	43.4178
637.469	975.774	680.105	392.952	805.593	37.0204	142.169	175.751	44.3367
637.802	972.976	670.298	390.21	802.848	38.0572	146.758	177.326	49.8815
638.135	970.768	662.971	385.859	808.719	38.1735	150.141	179.356	58.0176
638.468	971.817	662.908	383.705	816.226	37.8146	150.354	179.983	65.5251
638.801	974.981	667.962	384.646	820.619	38.1787	147.9	179.196	68.6998
639.134	977.925	674.528	388.543	818.92	39.4075	144.117	178.12	65.766
639.467	980.259	683.695	393.335	812.77	41.4174	141.973	177.531	58.18
639.8	982.09	695.362	396.289	808.397	43.4167	143.174	176.789	51.0752
640.133	982.912	704.027	396.398	810.046	43.1221	143.629	174.803	48.4507
640.466	981.293	703.12	393.735	817.116	40.1344	140.096	172.051	48.9889
640.799	976.55	689.93	389.71	824.844	36.8788	136.692	170.262	49.8076
641.132	970.1	673.882	386.696	827.669	35.129	139.011	170.618	49.0813
641.465	964.145	662.59	385.105	825.738	35.4954	147.955	172.037	47.3462
641.799	959.831	659.088	384.477	823.295	37.2957	157.174	172.681	46.2226
642.132	959.199	660.68	385.283	819.109	39.8561	160.499	172.366	44.8856
642.465	961.465	663.952	388.665	810.764	42.106	157.635	172.97	42.205
642.798	964.903	666.066	392.505	803.402	43.3067	153.119	175.111	40.0266
643.131	968.419	670.207	394.658	802.203	43.5151	151.082	177.134	40.5935
643.464	971.064	673.9	393.894	808.183	43.2174	151.81	177.322	43.6498
643.797	972.195	676.055	391.626	816.229	42.7781	153.296	175.825	45.5521
644.13	972.336	675.945	390.364	819.78	43.0478	156.533	174.782	45.2808
644.463	970.037	673.849	390.702	819.724	44.9365	161.642	175.756	45.0449
644.796	967.023	670.306	391.393	819.649	47.8468	163.816	176.83	46.3953
645.129	965.545	669.36	390.86	822.272	49.4828	161.428	175.939	48.0288
645.462	965.567	670.373	388.818	826.734	47.6084	156.185	173.406	48.1652
645.795	966.175	671.75	387.227	828.564	43.0737	150.444	170.486	46.9835
646.128	966.457	671.511	387.096	825.882	39.7589	147.293	169.133	45.6803
646.461	965.478	668.155	388.633	821.175	39.2474	146.149	170.1	44.66
646.794	964.586	666.228	391.324	817.573	39.7757	144.565	171.41	44.4753
647.127	964.96	670.126	393.035	817.391	38.9185	142.495	172.174	46.6685
647.46	965.402	675.839	393.645	817.56	37.3354	141.374	173.156	51.8984
647.794	965.591	678.876	394.143	814.498	38.1068	143.985	174.618	56.9253
648.127	963.796	676.799	393.501	810.449	42.565	153.312	176.886	57.5712
648.46	960.279	670.333	390.409	810.453	48.3748	166.426	178.878	54.8329
648.793	957.768	665.94	386.817	814.4	51.3107	173.409	179.126	52.0476
649.126	958.842	665.049	384.565	819.055	48.8822	167.38	178.242	51.5312
649.459	962.061	668.267	384.803	822.396	43.6664	154.423	176.788	51.5786
649.792	964.902	672.892	387.199	823.411	40.0079	144.416	174.727	49.2975
650.125	965.906	676.388	390.053	821.877	39.3971	141.098	172.765	47.487
650.458	967.5	678.859	392.851	816.073	40.8778	142.086	170.831	49.5056
650.791	970.444	682.889	395.899	808.19	41.3176	141.563	169.15	51.9204
651.124	972.7	684.311	397.589	803.515	39.7517	140.357	168.383	50.2121
651.457	971.93	682.47	398.204	803.561	37.8381	141.069	168.917	43.9494
651.79	969.448	677.87	397.896	805.551	37.4159	143.255	170.46	38.8879
652.123	967.262	675.473	395.625	807.897	38.7164	148.69	172.562	40.2914
652.456	966.774	678.259	391.317	811.919	39.8372	155.218	174.656	46.187
652.789	966.452	683.208	386.672	817.668	39.4391	158.937	176.643	53.0809
653.122	964.165	683.133	384.218	820.715	39.2151	161.324	178.346	58.4191
653.455	960.671	677.599	385.542	818.331	40.5288	162.908	178.895	59.1914
653.789	957.183	667.919	389.783	811.965	42.5793	163.19	177.83	55.4153
654.122	956.723	660.944	395.456	804.003	42.1929	159.622	176.325	48.8414
654.455	961.032	662.6	400.619	796.999	38.4743	151.311	175.124	45.2811
654.788	966.355	668.529	402.826	794.415	34.7784	143.979	174.157	48.7962
655.121	968.26	671.782	401.935	797.912	33.3142	142.155	173.979	54.2383
655.454	967.518	669.938	400.56	802.227	34.0033	144.57	174.546	55.9894
655.787	966.3	667.152	400.845	802.52	35.4798	146.638	174.788	53.3862
656.12	966.82	667.148	400.963	800.953	37.3228	147.631	173.7	49.8571
656.453	967.691	670.753	398.38	803.113	40.0725	151.086	171.296	48.8296
656.786	967.788	675.428	393.886	810.83	42.5957	156.214	168.961	49.3531
657.119	967.348	680.636	390.701	819.532	43.3305	159.257	168.916	48.0307
657.452	967.963	684.806	390.849	822.285	42.6072	158.367	171.493	45.8684
657.785	969.444	687.89	394.517	816.883	40.3648	152.562	174.837	45.3456
658.118	970.229	684.831	398.812	807.03	37.8076	145.826	176.899	46.891
658.451	968.869	678.553	401.011	798.941	36.1654	142.871	176.628	49.188
658.784	966.352	673.877	400.065	797.901	34.7747	142.463	173.649	50.7551
659.117	964.555	674.102	397.935	801.349	32.7527	141.971	169.975	50.8384
659.45	964.774	677.814	396.856	803.456	30.9663	142.357	167.861	51.757
659.784	966.582	685.106	396.823	804.141	31.5697	146.498	167.322	54.0918
660.117	967.212	689.522	396.28	806.619	35.409	155.127	168.066	54.8208
660.45	963.872	685.301	394.702	813.335	39.7568	162.478	170.545	53.8965
660.783	958.474	673.617	393.081	820.689	41.8624	161.324	174.111	53.1365
661.116	954.707	661.827	392.19	823.721	42.2636	153.761	177.614	54.1787
661.449	954.242	658.356	391.273	824.35	43.5572	149.156	179.715	58.1244
661.782	956.939	665.354	389.711	825.346	46.1325	151.813	179.528	61.2207
662.115	959.546	674.007	388.316	826.568	47.8948	157.738	178.023	59.5819
662.448	960.697	678.315	388.917	825.855	48.1418	161.799	176.195	54.3023
662.781	962.068	680.853	392.511	819.226	46.7492	160.041	175.05	48.7972
663.114	963.954	682.021	396.598	810.042	43.7215	153.92	174.936	45.5224
663.447	964.5	683.151	398.648	804.345	40.3828	148.935	174.916	45.4846
663.78	963.26	681.523	397.942	803.558	37.8957	146.826	174.418	47.6541
664.113	961.014	679.271	396.177	805.845	36.5111	146.355	173.917	48.8307
664.446	960.632	679.623	396.061	806.407	35.607	145.477	173.916	47.0398
664.779	962.614	682.826	398.252	803.4	34.6205	144.128	174.571	43.0924
665.112	965.7	685.375	400.755	799.836	35.6659	146.422	175.557	39.8018
665.445	967.594	686.777	401.539	800.493	39.2889	152.433	176.646	40.0561
665.779	967.422	684.476	399.777	805.881	43.4265	157.376	177.554	43.7375
666.112	965.442	681.789	396.441	813.062	45.5916	158.229	177.772	46.861
666.445	963.62	680.663	392.854	818.486	46.0839	157.355	177.133	48.4513
666.778	963.094	681.925	391.665	817.574	46.2484	157.734	176.38	49.1985
667.111	964.749	685.325	393.345	811.257	45.1889	156.781	176.775	49.4116
667.444	967.942	690.628	397.033	804.344	41.1666	151.667	177.462	49.5208
667.777	970.053	693.643	401.779	799.703	35.4653	144.111	177.247	49.1471
668.11	969.082	692.753	404.879	799.725	31.4313	140.47	177.014	46.9669
668.443	964.412	685.592	404.153	803.109	31.4561	145.583	177.202	44.5153
668.776	957.941	673.669	400.691	806.422	34.5564	155.658	177.574	43.2081
669.109	954.429	666.267	396.602	810.301	38.178	163.546	177.752	43.4422
669.442	956.098	668.158	393.551	815.931	40.5312	165.009	177.19	45.8792
669.775	959.274	674.852	392.309	821.437	40.7055	160.457	175.9	49.1126
670.108	960.75	678.957	392.432	822.698	38.6705	155.085	174.577	51.2968
670.441	959.847	678.568	393.781	817.823	35.4724	151.532	174.109	51.7099
670.774	959.313	677.049	396.309	810.155	33.0022	149.274	174.905	49.8512
671.107	960.262	678.656	398.538	805.697	32.5129	148.437	176.261	46.7768
671.44	961.381	680.618	398.724	806.583	33.8351	148.98	176.778	45.697
671.774	961.684	683.788	397.285	810.599	35.9182	151.193	176.125	48.4075
672.107	962.812	688.73	394.4	817.008	37.7149	152.927	175.102	51.3623
672.44	965.62	696.013	392.764	821.085	37.9331	150.747	174.193	49.7842
672.773	969.722	701.212	394.847	817.205	36.8102	145.806	173.679	44.8377
673.106	972.345	703.25	398.578	808.845	36.256	142.339	174.218	40.1128
673.439	972.003	701.449	400.493	803.013	38.2104	143.187	175.09	38.9509
673.772	969.118	697.523	399.678	803.771	41.54	145.944	175.627	41.5784
674.105	965.676	691.898	397.519	808.333	43.5068	147.144	175.646	45.2664
674.438	963.799	689.263	396.79	811.49	43.0805	146.7	175.649	47.8741
674.771	964.12	690.594	397.57	812.847	41.8258	145.781	176.762	47.1179
675.104	964.352	692.49	398.199	814.271	41.2218	145.874	177.926	41.6736
675.437	962.421	689.765	397.858	815.043	42.3527	148.88	177.205	36.1114
675.77	959.802	682.94	396.886	813.508	44.1459	153.227	175.054	35.078
676.103	958.598	677.567	394.799	812.115	45.2104	157.364	172.964	39.4159
676.436	959.661	677.415	391.97	813.939	44.4502	158.39	172.113	45.7452
676.769	961.485	680.161	390.255	817.104	41.0457	153.831	172.306	49.3547
677.102	961.5	680.007	391.366	817.43	36.9337	148.09	172.148	50.2033
677.435	958.42	674.839	395.124	814.16	35.2838	146.876	171.309	49.9972
